,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,AdoptionSpeed
10968,2,104,2,1,2,1,2,1,2,1,1,0,8,4
10969,8,104,1,1,2,2,1,1,1,1,1,150,3,4
10970,2,104,1,1,2,2,3,1,2,1,1,0,3,3
10971,3,94,2,7,2,2,3,3,3,1,1,0,12,2
10972,3,104,1,2,2,2,3,3,3,1,1,50,0,4
10973,24,56,2,3,2,3,2,2,1,1,1,0,3,4
10974,1,58,2,1,2,1,2,2,2,1,1,0,12,2
10975,1,104,2,1,2,1,2,1,2,1,1,0,12,2
10976,2,104,1,1,2,2,2,1,2,1,1,5,12,1
10977,24,104,2,2,2,1,1,1,1,1,1,0,12,4
10978,5,76,2,5,2,2,1,1,2,1,1,0,12,3
10979,4,58,2,6,1,1,2,1,2,1,1,0,12,2
10980,2,58,2,1,2,2,2,1,2,1,1,0,0,1
10981,4,116,1,5,1,1,1,1,2,1,1,250,12,1
10982,2,58,2,6,1,1,1,1,2,1,3,0,3,3
10983,8,58,2,1,1,1,2,2,2,1,1,0,12,4
10984,24,42,1,1,1,1,1,2,2,1,2,0,12,2
10985,5,156,1,4,2,1,2,1,2,1,1,0,12,2
10986,1,156,1,2,1,1,2,2,2,1,1,0,12,2
10987,9,104,2,1,3,2,3,3,3,1,1,0,12,1
10988,15,58,2,7,2,1,1,1,1,1,1,0,12,1
10989,24,104,3,1,2,2,3,3,3,2,2,30,12,2
10990,60,128,1,1,3,1,1,1,2,1,1,0,12,1
10991,3,58,2,6,1,1,2,2,2,1,1,0,12,1
10992,2,58,2,1,2,1,2,1,1,1,1,0,12,2
10993,3,104,1,5,2,1,1,1,2,1,1,50,12,4
10994,6,58,1,1,2,1,1,1,2,1,1,0,12,4
10995,12,104,1,3,2,2,1,1,3,1,1,0,3,4
10996,2,56,1,1,2,2,2,1,2,1,1,50,12,3
10997,1,57,1,3,2,2,2,1,2,1,1,50,12,2
10998,2,104,2,3,2,1,2,1,2,1,1,0,12,2
10999,3,58,1,1,3,1,2,2,2,1,4,0,12,1
11000,2,104,1,2,2,1,2,1,2,1,1,0,0,1
11001,4,58,1,1,2,2,2,2,2,1,1,0,12,3
11002,3,104,2,1,2,1,1,1,1,1,1,0,12,4
11003,4,56,1,1,1,3,2,1,2,1,1,0,12,0
11004,12,165,2,1,2,2,1,1,1,1,1,0,3,4
11005,11,104,1,1,2,1,1,1,1,1,1,0,3,3
11006,2,104,1,1,2,1,2,1,2,1,1,0,12,3
11007,12,57,2,7,2,2,2,3,3,1,1,0,5,4
11008,1,58,1,7,2,2,2,1,2,1,1,0,12,2
11009,2,58,2,3,2,1,2,2,2,1,1,0,12,1
11010,12,58,2,3,2,1,1,1,1,1,1,250,9,4
11011,1,6,2,1,2,1,3,3,2,1,3,0,3,1
11012,2,104,2,2,2,1,3,1,2,1,1,0,3,2
11013,4,104,2,2,2,1,2,2,3,1,1,0,12,4
11014,12,37,2,1,2,2,2,1,1,1,2,0,12,2
11015,15,152,2,7,1,2,1,2,3,1,1,1,12,1
11016,10,134,2,7,2,1,3,3,3,1,2,0,3,2
11017,3,104,1,2,2,2,1,1,2,1,1,50,12,4
11018,24,145,1,1,2,2,2,1,1,1,1,0,8,1
11019,36,73,2,1,3,2,3,1,2,1,1,0,3,1
11020,2,104,3,1,2,2,2,2,2,1,4,1,12,4
11021,12,104,1,2,2,1,3,3,3,1,1,0,0,2
11022,13,104,2,7,1,1,2,2,1,1,1,0,12,3
11023,84,76,1,3,3,2,3,3,3,1,1,0,3,4
11024,1,104,2,2,2,1,2,2,2,1,1,0,12,3
11025,3,57,2,4,2,2,2,2,2,1,1,50,12,1
11026,1,58,2,1,1,1,2,2,3,1,1,0,3,3
11027,2,104,1,1,1,1,2,2,2,1,4,0,9,2
11028,2,104,2,6,2,1,2,2,3,1,4,0,6,4
11029,84,104,2,2,2,1,1,1,1,1,1,0,12,4
11030,2,104,3,1,1,1,2,2,2,1,4,0,6,4
11031,4,56,1,1,2,3,2,2,2,1,1,150,12,3
11032,2,58,1,2,2,1,2,2,2,1,1,0,12,3
11033,2,57,1,2,3,2,2,1,3,1,1,0,12,0
11034,2,104,1,2,1,1,3,3,3,1,1,0,12,4
11035,2,57,1,1,2,2,2,1,2,1,1,0,12,3
11036,3,58,1,4,2,2,2,2,2,1,1,0,12,3
11037,1,104,3,2,2,2,1,1,2,1,4,0,12,3
11038,4,58,1,4,2,1,1,1,1,1,1,0,3,4
11039,1,104,1,2,2,2,2,2,2,1,1,0,9,2
11040,24,0,2,2,2,2,3,3,3,1,2,0,12,4
11041,36,115,3,2,2,2,3,3,3,1,4,0,3,1
11042,1,104,1,2,2,1,2,2,2,1,1,50,12,3
11043,10,58,1,1,3,1,2,2,2,1,1,0,3,4
11044,2,104,2,5,2,2,1,1,2,1,1,0,12,3
11045,96,46,1,2,2,2,1,1,2,1,2,0,12,1
11046,4,104,1,4,1,1,1,1,3,1,1,0,3,4
11047,60,76,1,3,3,2,1,1,2,1,2,0,12,2
11048,96,168,2,7,1,2,3,3,3,1,1,0,12,4
11049,2,58,1,1,2,1,2,2,2,1,2,0,7,1
11050,12,116,2,4,2,3,2,2,2,1,1,0,12,0
11051,3,104,1,2,2,2,1,1,2,1,1,0,12,2
11052,1,104,2,1,2,1,2,1,2,1,1,0,9,2
11053,36,37,2,1,2,2,1,1,1,1,1,0,12,2
11054,6,104,2,2,1,1,1,1,2,1,1,0,12,4
11055,36,104,1,1,2,1,3,1,2,1,1,0,12,4
11056,1,104,1,1,1,2,2,2,2,1,1,0,3,2
11057,3,104,3,1,2,1,2,2,2,1,3,0,12,4
11058,4,81,2,2,2,1,2,2,2,1,1,0,3,1
11059,1,104,1,5,2,1,1,2,2,1,1,0,2,0
11060,1,56,3,2,2,3,2,2,2,1,2,0,12,2
11061,2,104,2,1,2,1,2,1,2,1,1,0,3,4
11062,1,104,2,1,2,1,2,2,2,1,6,0,12,4
11063,3,57,1,1,1,2,2,2,2,1,1,0,3,1
11064,12,57,2,3,1,2,1,1,1,1,1,0,9,1
11065,12,57,2,1,2,2,2,2,1,1,1,0,12,3
11066,1,58,3,2,1,1,2,2,2,1,2,0,3,3
11067,4,104,2,1,2,1,1,1,2,1,1,0,8,3
11068,7,104,1,1,2,1,1,1,1,1,1,0,0,4
11069,7,104,1,1,2,1,1,1,1,1,1,110,12,3
11070,2,104,2,2,2,2,1,1,2,1,1,0,12,2
11071,2,104,2,1,2,1,1,1,2,1,1,0,12,4
11072,2,58,2,4,1,1,2,2,2,2,1,0,12,4
11073,3,2,1,2,2,2,2,1,2,1,4,0,12,4
11074,6,104,2,2,1,1,1,1,2,1,1,0,12,4
11075,3,56,1,1,3,3,2,2,2,1,4,0,12,1
11076,2,58,1,1,1,1,2,1,2,1,1,0,3,1
11077,36,57,3,3,2,3,2,2,2,1,4,0,12,4
11078,3,58,2,2,1,1,2,3,3,1,1,0,9,4
11079,2,58,3,1,2,1,2,2,2,1,2,0,12,2
11080,3,58,2,2,1,1,2,2,2,2,1,0,12,3
11081,15,121,2,5,2,1,1,1,2,1,1,500,8,4
11082,2,58,1,2,1,2,2,2,2,1,1,20,12,1
11083,6,58,1,5,2,1,2,2,2,1,1,0,12,3
11084,10,58,2,1,2,1,1,1,1,1,1,0,12,3
11085,6,57,1,4,2,2,2,2,2,1,1,0,3,4
11086,1,104,3,1,2,1,1,1,2,1,8,10,12,3
11087,212,58,3,1,1,1,1,1,3,1,3,0,3,3
11088,4,145,2,5,2,2,1,1,1,1,1,0,12,2
11089,2,104,2,1,2,2,2,2,2,1,3,0,12,1
11090,1,129,2,5,2,3,2,1,2,1,1,100,12,1
11091,2,58,2,3,2,1,2,1,2,1,2,0,12,2
11092,12,94,1,1,3,1,3,3,2,1,1,0,12,2
11093,4,57,2,2,2,2,2,1,2,1,1,0,12,4
11094,3,58,3,1,2,1,2,2,2,1,4,0,12,3
11095,3,57,2,1,2,2,2,1,2,1,1,100,12,2
11096,2,104,2,1,2,1,2,2,2,1,1,0,12,2
11097,2,57,3,1,2,2,2,1,2,1,3,0,12,2
11098,24,104,2,1,2,1,1,1,1,1,1,0,12,2
11099,1,58,3,6,1,2,2,2,3,1,3,0,3,4
11100,3,58,2,1,2,1,1,1,2,1,1,0,3,2
11101,1,104,3,1,1,1,2,2,2,1,17,0,12,2
11102,3,57,2,6,2,2,1,1,2,1,1,0,12,2
11103,8,104,1,3,3,1,1,1,3,1,1,0,0,4
11104,3,58,2,1,1,1,1,1,2,1,1,0,9,2
11105,24,104,2,1,2,1,2,1,3,1,1,0,9,4
11106,1,104,1,1,2,1,3,3,2,1,1,0,12,3
11107,12,104,2,1,2,2,1,1,1,1,1,0,5,4
11108,1,57,1,1,2,2,2,2,2,1,1,0,12,1
11109,18,58,2,3,2,2,3,3,3,1,6,0,12,4
11110,2,104,1,1,2,2,1,1,2,1,1,0,12,2
11111,3,56,3,1,2,3,2,1,2,1,4,100,12,2
11112,2,58,2,1,1,1,2,2,2,1,2,0,12,2
11113,8,57,2,1,2,2,2,2,2,1,5,0,12,2
11114,5,58,1,3,2,1,2,2,2,1,1,0,12,1
11115,3,104,2,1,3,1,1,1,2,1,1,0,12,1
11116,4,104,1,1,2,1,1,1,2,1,2,0,12,3
11117,3,104,2,5,2,2,2,2,2,1,1,0,12,4
11118,2,104,1,1,2,1,3,3,3,1,1,0,6,3
11119,18,104,2,1,2,1,1,3,1,1,1,0,9,4
11120,12,104,2,1,2,2,1,1,1,1,1,0,3,3
11121,2,58,1,3,1,1,2,2,2,1,1,50,12,3
11122,9,58,1,1,2,1,1,1,1,1,1,0,12,4
11123,3,76,3,1,2,1,3,3,3,1,3,0,0,2
11124,2,57,1,1,3,2,2,1,2,1,1,0,9,3
11125,24,22,1,2,2,2,1,1,3,1,1,0,3,4
11126,36,104,2,2,2,1,1,1,1,1,1,200,0,2
11127,2,58,2,1,2,1,1,1,2,1,1,0,3,2
11128,36,17,1,1,2,1,3,3,1,1,1,0,6,1
11129,2,104,2,2,2,1,1,1,2,1,1,0,12,3
11130,2,104,3,2,2,2,2,2,2,1,4,0,12,4
11131,8,104,1,2,2,1,1,1,2,1,1,0,3,2
11132,2,104,2,1,2,1,2,2,2,1,1,20,9,3
11133,3,58,3,2,1,1,2,3,2,1,4,0,12,3
11134,2,47,2,2,2,1,2,2,2,1,1,0,12,1
11135,36,104,1,1,1,2,1,1,2,1,1,0,3,1
11136,4,141,2,2,1,2,1,1,3,1,1,500,3,2
11137,4,152,2,2,2,2,1,1,1,1,1,0,12,3
11138,3,6,2,1,1,2,1,2,1,1,1,0,12,2
11139,5,57,1,1,2,2,2,1,3,1,1,0,12,4
11140,13,104,2,1,1,1,1,1,1,1,1,0,9,4
11141,10,57,2,1,3,2,2,2,2,1,1,0,3,1
11142,2,58,1,1,2,1,1,1,2,1,1,0,3,2
11143,3,104,1,5,3,1,2,2,3,1,1,0,0,2
11144,3,104,2,1,1,2,1,1,2,1,1,200,12,3
11145,28,104,2,2,2,1,1,1,1,1,1,0,12,4
11146,48,141,1,1,1,3,2,2,2,1,1,50,0,3
11147,4,104,1,1,1,1,2,2,2,1,1,200,12,4
11148,1,104,2,1,2,1,2,1,2,1,1,0,12,1
11149,2,56,1,6,1,3,3,3,3,1,1,0,3,0
11150,48,57,1,2,2,2,1,1,1,1,1,0,12,1
11151,1,104,3,1,2,2,2,2,3,1,7,0,12,1
11152,60,152,2,2,2,3,1,1,2,1,1,0,12,3
11153,1,104,2,1,2,1,2,2,2,1,1,0,6,2
11154,3,58,3,4,1,1,2,2,2,1,2,0,12,2
11155,3,57,1,3,2,2,2,2,2,1,4,0,0,2
11156,10,142,3,2,2,1,2,2,2,1,3,0,12,2
11157,12,104,3,1,2,2,1,1,3,1,3,0,0,4
11158,18,57,3,2,2,2,2,2,2,1,4,0,7,0
11159,3,56,2,1,2,3,2,2,2,1,1,100,12,2
11160,10,104,2,2,2,1,1,1,1,1,1,0,12,2
11161,2,104,2,1,2,2,2,2,2,1,1,0,12,2
11162,3,58,1,1,1,1,2,1,2,1,1,0,6,1
11163,2,157,1,1,2,1,1,1,2,1,1,0,12,3
11164,6,58,3,1,2,1,2,2,2,1,2,0,12,4
11165,7,104,2,7,2,2,1,1,1,1,1,200,12,1
11166,2,104,1,1,2,1,2,2,2,1,1,0,3,1
11167,2,104,1,2,2,1,2,1,2,1,4,0,3,1
11168,3,104,2,1,2,1,1,1,2,1,1,50,12,2
11169,16,74,2,1,2,2,1,1,1,1,1,50,12,1
11170,24,104,2,2,2,1,1,1,1,1,1,0,12,4
11171,2,104,1,1,2,2,2,2,2,1,1,0,12,2
11172,255,104,1,2,2,2,3,3,3,1,1,0,8,4
11173,9,58,1,3,2,1,2,2,2,1,1,0,12,1
11174,3,104,2,1,2,2,1,1,2,1,1,0,12,3
11175,2,104,2,2,2,1,2,2,2,1,1,0,12,4
11176,3,58,2,1,2,1,2,1,2,1,1,0,12,1
11177,45,132,2,7,1,1,1,1,1,1,1,0,12,3
11178,12,57,1,6,2,2,2,2,2,1,1,0,0,1
11179,3,58,2,2,1,1,1,1,1,1,1,0,3,2
11180,1,141,1,2,1,2,1,1,2,1,3,100,12,1
11181,1,104,1,1,2,1,3,3,2,1,1,0,12,2
11182,5,104,2,1,2,1,1,1,2,1,1,0,3,2
11183,3,57,1,6,2,2,1,1,2,1,1,50,12,2
11184,4,58,1,2,1,1,1,1,2,1,1,0,3,2
11185,1,157,1,2,2,2,1,1,2,1,1,200,12,2
11186,3,58,2,2,1,2,2,1,2,1,1,0,3,2
11187,48,157,2,1,2,2,1,1,1,1,1,0,12,3
11188,1,104,2,1,2,1,2,2,2,1,1,0,12,1
11189,84,104,1,1,2,2,1,1,1,1,1,0,12,3
11190,32,86,2,2,1,1,1,1,1,1,1,0,9,3
11191,2,58,3,1,3,1,2,2,2,1,6,0,12,3
11192,3,104,1,1,2,3,2,1,2,1,1,0,12,4
11193,24,78,2,2,3,1,3,3,3,1,1,0,3,4
11194,10,152,1,3,2,3,1,1,2,1,1,0,12,2
11195,2,58,2,6,1,1,2,2,2,1,1,0,12,4
11196,3,104,1,1,1,1,2,1,2,1,5,0,7,4
11197,5,76,3,5,2,1,1,1,2,1,2,0,4,3
11198,48,103,2,1,2,1,1,1,1,1,1,0,3,4
11199,1,104,3,1,2,1,2,1,2,1,3,150,12,4
11200,2,104,2,7,2,2,2,2,2,1,1,0,3,1
11201,2,58,3,1,2,1,2,2,2,1,2,0,3,3
11202,1,57,2,1,2,1,2,1,2,1,1,0,12,3
11203,4,58,1,6,2,2,2,2,2,1,1,0,3,4
11204,96,94,1,3,2,1,1,1,3,1,1,0,12,2
11205,2,104,1,1,2,1,2,2,2,1,1,0,12,2
11206,12,116,2,1,2,3,1,1,1,1,1,0,12,3
11207,14,104,2,5,2,1,1,1,2,1,1,0,12,4
11208,84,132,1,1,1,1,1,1,3,1,1,0,12,3
11209,10,58,3,1,2,1,1,1,1,1,2,0,12,4
11210,10,104,1,1,2,1,1,1,1,1,1,0,12,4
11211,2,104,1,1,2,2,2,2,2,1,1,0,12,4
11212,4,94,2,1,2,1,1,1,2,1,1,5,12,1
11213,2,104,1,2,2,1,1,1,2,1,1,0,12,1
11214,24,104,1,3,3,2,2,1,1,1,1,0,12,3
11215,24,104,1,1,3,2,1,1,2,1,1,0,3,4
11216,120,58,2,6,2,1,1,1,1,1,1,50,12,4
11217,2,104,2,5,2,2,2,1,2,1,1,100,12,2
11218,2,104,2,3,2,2,1,1,2,1,1,0,12,1
11219,27,57,2,3,2,2,2,2,1,1,1,0,3,4
11220,1,104,1,1,2,1,2,2,2,1,3,0,6,2
11221,48,56,3,1,3,3,1,1,2,1,3,0,12,2
11222,1,104,2,2,2,2,2,2,2,1,2,0,12,1
11223,26,104,1,2,3,1,1,1,1,1,1,0,12,4
11224,1,58,1,2,2,1,3,3,3,1,1,0,12,1
11225,2,57,2,1,1,2,2,2,2,1,1,0,12,4
11226,3,104,1,1,2,2,1,1,2,1,1,0,12,4
11227,3,104,1,7,2,1,3,1,2,1,1,0,3,3
11228,2,104,1,1,2,2,2,1,2,1,1,0,9,2
11229,2,104,2,2,2,1,2,2,2,1,1,0,12,3
11230,5,6,3,6,2,1,3,3,3,1,2,0,3,2
11231,2,104,1,2,2,2,1,1,2,1,1,0,12,2
11232,2,104,1,1,2,2,1,1,2,1,1,150,3,1
11233,12,94,2,3,2,2,3,3,3,1,1,0,6,2
11234,1,104,2,1,2,2,2,1,2,1,2,0,12,2
11235,2,104,2,2,1,1,3,3,3,1,1,0,12,4
11236,12,58,3,1,2,1,1,1,1,1,2,10,3,4
11237,12,58,2,1,2,2,3,3,3,2,1,0,3,4
11238,4,128,2,1,2,1,2,2,2,1,3,0,12,3
11239,0,104,3,1,3,1,3,3,3,1,9,0,12,1
11240,3,57,2,3,2,2,2,1,2,1,1,0,12,1
11241,18,56,1,6,2,3,1,1,1,1,1,500,8,4
11242,8,94,1,4,3,1,1,1,2,1,1,0,3,2
11243,2,58,2,2,2,1,2,1,2,1,1,0,12,0
11244,2,104,3,1,1,1,2,2,2,1,8,0,12,4
11245,2,57,3,2,2,2,2,1,2,1,2,0,3,3
11246,36,132,3,6,2,1,3,3,2,1,2,0,8,4
11247,4,5,1,5,2,1,2,1,2,1,1,0,8,2
11248,5,57,2,3,2,2,2,1,2,1,1,0,5,2
11249,48,104,2,2,1,2,1,1,3,1,1,0,3,1
11250,12,104,1,3,2,2,3,3,3,2,1,0,3,4
11251,1,104,2,1,3,1,1,1,2,1,2,0,3,2
11252,17,57,1,1,2,2,1,1,1,1,1,0,12,3
11253,1,104,3,1,2,1,2,1,2,1,3,0,12,2
11254,61,104,1,1,2,2,2,2,2,1,1,0,12,4
11255,3,58,2,1,2,1,1,1,2,1,1,0,12,3
11256,1,104,2,7,2,1,2,2,2,1,1,0,0,1
11257,5,58,1,1,2,1,1,1,1,1,1,0,12,2
11258,2,104,2,2,2,1,2,2,2,1,1,0,12,2
11259,1,58,2,3,2,1,2,2,2,1,1,0,9,1
11260,11,104,2,5,2,1,3,3,1,1,1,0,12,1
11261,17,104,2,2,1,1,2,1,1,1,2,0,3,4
11262,24,116,1,4,4,3,1,1,1,1,1,0,12,1
11263,4,103,3,1,2,1,2,1,2,1,2,0,12,3
11264,4,58,1,3,2,2,2,2,2,1,1,0,12,1
11265,12,104,2,2,2,1,1,1,3,1,1,0,3,4
11266,4,104,2,3,2,1,1,1,2,1,1,0,3,4
11267,15,104,1,7,2,1,2,1,1,1,1,0,12,2
11268,1,104,1,1,2,2,2,2,2,1,1,0,9,1
11269,3,104,1,2,2,1,2,1,2,1,1,0,8,1
11270,2,117,3,1,2,1,2,2,2,1,3,0,3,2
11271,12,157,1,2,2,2,3,3,3,1,1,0,12,2
11272,3,58,1,5,2,1,1,1,2,1,3,0,12,1
11273,3,58,2,1,1,1,1,1,2,1,1,0,12,2
11274,3,46,1,1,2,1,2,1,2,1,1,0,12,2
11275,1,104,2,1,2,2,1,1,2,1,1,0,12,4
11276,1,58,1,6,1,1,2,2,2,1,1,0,12,3
11277,3,57,2,1,1,2,2,1,2,2,1,0,2,1
11278,6,104,1,1,2,2,1,1,2,1,1,0,12,4
11279,12,58,2,1,1,1,1,1,2,1,1,0,12,4
11280,3,104,1,2,2,1,2,2,2,1,1,0,12,1
11281,2,104,3,2,2,1,2,2,2,1,4,0,6,4
11282,1,104,1,2,2,1,2,2,2,1,1,0,6,1
11283,4,58,1,1,2,1,2,2,2,1,1,0,12,1
11284,18,58,2,6,1,1,2,1,1,1,4,0,9,3
11285,8,128,2,1,3,1,1,2,2,1,1,100,12,2
11286,6,76,2,3,3,3,1,1,2,1,1,0,12,1
11287,2,104,1,1,2,1,1,1,2,1,1,0,12,2
11288,3,104,3,1,2,1,2,2,2,1,2,0,12,4
11289,22,52,2,2,2,1,1,1,1,1,1,0,3,0
11290,24,142,1,2,2,2,1,1,1,1,1,0,3,3
11291,3,104,2,5,2,1,1,1,1,1,1,0,12,2
11292,2,104,2,2,2,1,1,1,2,1,1,0,8,3
11293,1,58,3,3,2,1,2,2,2,1,5,0,3,2
11294,3,104,2,3,2,1,1,1,3,1,1,0,12,3
11295,12,58,1,2,2,1,3,3,3,1,1,0,12,4
11296,2,104,2,3,3,2,2,2,2,1,6,0,0,3
11297,5,104,2,4,1,1,1,1,1,1,1,0,12,1
11298,9,116,2,1,2,2,2,2,2,1,1,0,12,0
11299,2,104,3,1,2,1,2,2,2,1,5,0,12,2
11300,0,57,3,1,2,2,2,2,2,1,3,0,12,1
11301,8,104,1,1,2,1,3,3,3,1,1,0,12,1
11302,3,58,1,2,1,1,2,1,2,1,1,0,3,2
11303,1,156,3,1,2,1,3,3,3,1,3,30,0,2
11304,18,104,1,2,2,2,3,3,3,1,1,0,12,1
11305,84,57,2,4,1,1,1,1,1,1,1,0,12,4
11306,3,104,3,2,2,2,2,1,2,1,2,0,12,2
11307,2,104,1,1,2,1,1,1,2,1,1,0,12,1
11308,9,156,3,4,2,1,1,1,1,1,2,0,12,2
11309,18,6,2,1,2,2,3,3,3,1,1,0,3,4
11310,5,17,1,2,1,1,2,2,2,1,1,0,12,1
11311,1,57,3,6,2,2,2,2,2,1,2,0,3,1
11312,4,58,2,3,1,1,2,2,2,1,1,0,3,3
11313,72,121,2,6,2,2,1,1,1,1,1,200,12,4
11314,144,159,1,3,3,1,1,1,1,1,1,0,3,2
11315,24,167,2,2,2,1,1,1,1,1,1,0,10,2
11316,4,142,2,7,2,2,2,1,2,1,1,0,12,2
11317,12,104,1,1,2,1,1,1,2,1,1,0,12,4
11318,24,147,1,3,2,2,1,1,2,1,1,0,3,4
11319,24,58,1,3,1,1,1,1,1,1,1,0,3,3
11320,1,104,2,1,2,2,2,1,2,1,1,0,12,2
11321,36,104,2,2,2,1,1,1,1,1,1,0,12,3
11322,2,104,3,2,1,1,3,3,3,1,3,0,8,4
11323,5,58,1,1,2,1,2,1,2,1,1,0,12,2
11324,1,104,3,1,2,1,2,2,2,1,6,0,12,2
11325,1,58,1,1,1,1,2,2,2,1,1,0,12,4
11326,8,73,2,1,2,2,2,2,2,1,1,0,12,2
11327,7,116,1,1,3,3,1,1,2,1,1,200,3,1
11328,85,94,1,5,2,1,1,1,2,1,1,0,12,3
11329,2,58,2,7,2,2,1,1,2,1,1,0,12,1
11330,0,34,2,2,2,1,2,2,2,1,1,0,3,2
11331,24,57,2,1,2,2,3,3,3,1,1,0,3,4
11332,0,156,1,2,2,2,2,2,2,1,1,0,12,1
11333,5,104,2,1,2,1,1,2,2,1,1,0,6,4
11334,12,56,2,7,2,2,1,1,1,1,1,0,12,2
11335,3,104,2,1,2,2,2,1,2,1,1,0,12,4
11336,1,104,3,1,2,1,2,2,2,1,7,0,9,1
11337,3,58,1,1,2,1,2,2,2,1,1,0,12,2
11338,24,128,2,1,4,1,1,1,1,1,1,0,12,1
11339,2,98,2,2,2,3,2,2,2,1,1,100,12,1
11340,7,104,2,1,2,1,1,1,1,1,1,0,12,3
11341,48,104,2,2,2,1,2,2,1,1,1,0,12,4
11342,3,104,1,2,2,1,1,1,3,1,1,0,3,2
11343,1,104,1,1,2,2,2,1,2,1,1,0,12,2
11344,2,58,2,1,1,1,1,1,2,1,1,0,12,1
11345,3,104,3,1,2,1,2,2,2,1,3,0,3,4
11346,2,104,1,1,2,1,1,2,2,1,1,0,0,1
11347,3,104,2,2,3,1,2,2,2,1,1,0,9,2
11348,1,58,2,6,1,1,2,1,2,1,1,0,3,4
11349,2,57,2,1,2,2,2,1,2,1,1,50,12,1
11350,36,156,2,6,1,1,1,1,1,1,1,0,3,2
11351,10,156,1,1,1,1,1,1,3,1,1,0,12,3
11352,12,57,2,2,2,2,1,1,1,1,1,100,12,4
11353,18,116,3,2,1,2,1,1,2,1,2,0,10,1
11354,24,94,2,3,3,2,1,1,1,1,1,0,8,2
11355,1,0,2,5,1,1,3,1,3,1,1,20,12,4
11356,2,104,1,5,2,1,1,1,2,1,1,0,3,2
11357,4,141,2,1,1,2,1,1,2,1,1,0,12,1
11358,18,104,2,5,2,2,1,1,1,1,1,200,12,4
11359,1,104,2,1,2,2,2,1,2,1,1,0,12,1
11360,9,60,1,2,2,2,1,2,1,1,2,0,3,2
11361,24,132,2,6,1,2,3,3,3,1,1,0,12,3
11362,1,104,2,4,1,1,2,2,1,1,1,0,3,3
11363,24,35,2,2,2,1,1,1,1,1,1,50,12,3
11364,48,122,2,1,1,1,1,1,1,1,1,0,12,1
11365,25,142,1,2,3,1,1,1,1,1,1,0,12,2
11366,27,121,1,6,2,2,3,3,2,1,1,0,5,1
11367,72,141,2,5,2,3,3,3,2,2,1,0,3,0
11368,1,104,2,1,2,2,2,1,2,1,1,0,12,1
11369,4,104,2,1,1,2,1,1,1,1,3,0,12,4
11370,2,104,2,1,3,1,2,1,2,1,1,50,6,1
11371,1,104,1,1,1,1,3,3,3,1,2,0,3,1
11372,12,58,2,1,1,1,3,1,1,1,1,0,3,2
11373,2,104,3,1,2,1,2,2,2,1,2,0,12,2
11374,18,121,1,2,1,2,1,1,1,1,1,0,12,0
11375,11,58,2,1,2,1,1,1,1,1,1,0,12,4
11376,2,58,2,1,2,1,2,2,2,1,1,0,9,3
11377,29,58,1,1,2,1,1,1,1,1,1,90,3,2
11378,4,57,2,1,3,2,2,2,2,1,1,0,3,1
11379,1,104,2,2,2,2,2,2,2,1,1,0,12,2
11380,5,104,2,4,2,2,2,1,2,1,1,0,8,4
11381,24,32,2,6,2,2,1,1,1,1,1,0,3,4
11382,2,104,3,3,2,1,3,3,3,2,2,0,3,1
11383,24,6,2,6,3,2,3,3,3,1,1,0,3,4
11384,3,58,1,4,1,2,1,1,2,1,1,50,12,2
11385,2,104,1,1,2,1,2,2,2,1,1,0,12,3
11386,7,58,2,5,1,1,1,1,1,1,1,30,12,4
11387,1,58,2,5,2,2,2,2,2,1,1,50,3,0
11388,12,58,2,4,2,1,2,2,2,1,4,0,3,1
11389,5,104,2,1,2,1,2,1,2,1,1,0,0,4
11390,12,58,1,1,2,1,2,1,2,1,1,1,12,3
11391,24,52,3,1,2,1,1,1,1,1,2,500,12,3
11392,2,104,2,7,2,1,2,2,2,1,1,20,9,2
11393,3,104,2,1,2,2,2,1,2,1,4,0,12,4
11394,5,104,2,4,2,1,2,1,2,1,1,0,12,4
11395,1,57,1,1,2,2,2,2,2,1,1,0,12,2
11396,12,57,2,1,2,2,1,1,1,1,1,0,12,4
11397,5,104,3,1,2,1,2,2,2,1,4,0,12,4
11398,10,156,1,1,2,2,1,1,1,1,2,0,3,4
11399,12,57,2,6,2,2,1,1,1,1,1,0,3,4
11400,1,58,2,1,1,1,2,1,2,1,2,0,12,2
11401,2,57,1,1,1,2,1,1,2,1,1,0,9,1
11402,5,104,2,1,2,2,1,1,2,2,1,0,12,1
11403,10,57,2,1,2,2,1,1,1,1,1,0,12,4
11404,2,57,1,1,2,2,2,1,2,1,1,0,12,2
11405,2,57,1,2,2,2,1,1,3,1,1,0,12,2
11406,2,104,1,3,2,1,2,2,2,1,1,20,9,3
11407,6,104,2,1,2,1,1,1,2,1,1,0,12,1
11408,1,104,2,1,1,1,2,2,2,1,1,0,12,2
11409,2,58,2,1,2,1,2,2,2,1,2,0,3,3
11410,2,104,1,1,1,1,2,1,2,1,1,0,0,4
11411,2,58,1,2,2,1,2,2,2,1,1,0,12,2
11412,2,58,3,1,1,1,2,2,2,1,3,0,3,3
11413,48,61,1,1,2,1,1,1,1,2,1,0,12,0
11414,2,104,2,2,2,2,2,2,2,1,1,0,12,2
11415,12,104,1,1,1,1,3,3,2,1,1,0,12,3
11416,1,129,2,5,2,1,2,1,2,1,1,0,12,1
